"var_star","estimate","se","df","t value","pval","conf.low","conf.high","effect","model","model_term_number"
"Estradiol (mean) * Partner Sexual Attract.",0.036946287707763,0.0454912997104836,483.650456625401,0.812161620857112,0.417098450137597,-0.0522150213347022,0.126107596750228,"fixed","EP_HPSM","EP_HPSM.5"
"Estradiol (mean) * Self Sexual Attract.",-0.0492733285813512,0.0430367314749023,485.680922269636,-1.1449133540749,0.252808932606916,-0.133623772284481,0.0350771151217787,"fixed","EP_HPSM","EP_HPSM.6"
"Estradiol (WW)",0.0495956315697442,0.0130568138046275,534.62577302993,3.79844825176008,0.000162315677193095,0.0240047467598289,0.0751865163796595,"fixed","EP_HPSM","EP_HPSM.7"
"Estradiol (WW) * Partner Sexual Attract.",-0.0299608120041345,0.0133599343742626,544.927908479091,-2.24258676463657,0.0253247470761322,-0.0561458022135079,-0.00377582179476115,"fixed","EP_HPSM","EP_HPSM.8"
"Estradiol (WW) * Self Sexual Attract.",0.0274611855796622,0.0127251094980526,429.384582721766,2.15803137755826,0.0314791657528702,0.00252042926415049,0.0524019418951739,"fixed","EP_HPSM","EP_HPSM.9"
"Partner Sexual Attract.",-0.154986453243863,0.0352726175760488,485.89181020628,-4.39395950441465,0.000013676270980118,-0.224119513333373,-0.0858533931543527,"fixed","EP_HPSM","EP_HPSM.10"
"Progesterone (mean)",0.00920866662566485,0.0432181621851676,491.065876877466,0.213073998524288,0.831357671200416,-0.0754973747352745,0.0939147079866042,"fixed","EP_HPSM","EP_HPSM.11"
"Progesterone (mean) * Partner Sexual Attract.",-0.00951378021051121,0.0431092154049881,495.036656722893,-0.220690173113436,0.825424672526516,-0.0940062898060672,0.0749787293850447,"fixed","EP_HPSM","EP_HPSM.12"
"Progesterone (mean) * Self Sexual Attract.",0.0193181269768041,0.0402194620150977,496.383833418642,0.480317886140606,0.631212972242168,-0.0595105700503642,0.0981468240039724,"fixed","EP_HPSM","EP_HPSM.13"
"Progesterone (WW)",-0.0770072740403923,0.0124760135855948,435.56556108734,-6.17242627318933,0.00000000154067393348137,-0.10145981133879,-0.0525547367419941,"fixed","EP_HPSM","EP_HPSM.14"
"Progesterone (WW) * Partner Sexual Attract.",0.0493687067333189,0.012680086974725,431.804755383341,3.89340442472711,0.000114486233885983,0.0245161929420225,0.0742212205246154,"fixed","EP_HPSM","EP_HPSM.15"
"Progesterone (WW) * Self Sexual Attract.",-0.0242850939107757,0.0129081541693302,439.907121727066,-1.88137618998053,0.0605808812277636,-0.0495846111895534,0.00101442336800204,"fixed","EP_HPSM","EP_HPSM.16"
"Self Sexual Attract.",0.0991362351387305,0.0354196974740404,476.356537562904,2.79890123882026,0.00533571352916964,0.0297149037463071,0.168557566531154,"fixed","EP_HPSM","EP_HPSM.17"
"(Intercept)",-0.00126218544872282,0.0341354550770786,484.053017431084,-0.0369757908858335,0.970519552246222,-0.0681664479956818,0.0656420770982361,"fixed","EP_PRCPSSy","EP_PRCPSSy.1"
"Menses",-0.0365873930341012,0.015536387294779,11713.7299416771,-2.35494856943972,0.018541673092027,-0.0670381525817337,-0.0061366334864687,"fixed","EP_PRCPSSy","EP_PRCPSSy.2"
"Menses * Study * Partner Sexual Attract.",-0.0412567681789526,0.0156506448843719,11694.2527238738,-2.63610659393019,0.00839741316000108,-0.0719314684871475,-0.0105820678707576,"fixed","EP_PRCPSSy","EP_PRCPSSy.3"
"Partner Sexual Attract.",-0.143172954182371,0.0346918086363987,478.505279810483,-4.12699596273436,0.0000433549830719769,-0.211167649668268,-0.0751782586964735,"fixed","EP_PRCPSSy","EP_PRCPSSy.4"
"Probability of Conception (WW)",0.0610946779453965,0.0104676367382533,447.135389086981,5.8365301999954,0.0000000102494972241294,0.0405784869351718,0.0816108689556212,"fixed","EP_PRCPSSy","EP_PRCPSSy.5"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0393899889006694,0.0105088651399287,424.661191581559,-3.74826285961232,0.000202704104780065,-0.0599869860933182,-0.0187929917080207,"fixed","EP_PRCPSSy","EP_PRCPSSy.6"
"Probability of Conception (WW) * Self Sexual Attract.",0.0192550492177562,0.0110864801615311,423.336796780307,1.73680455268113,0.0831490758516356,-0.00247405261416249,0.0409841510496749,"fixed","EP_PRCPSSy","EP_PRCPSSy.7"
"Self Sexual Attract.",0.0952863615995404,0.0364829519784331,477.746338216728,2.61180514273815,0.00929000533453605,0.0237810896721072,0.166791633526974,"fixed","EP_PRCPSSy","EP_PRCPSSy.8"
"Study",0.0183132557438419,0.0339650999022767,478.391934046548,0.539178621482999,0.590014443490715,-0.0482571167959254,0.0848836282836092,"fixed","EP_PRCPSSy","EP_PRCPSSy.9"
"Study * Partner Sexual Attract.",0.0245431160971872,0.0347220436890881,484.110434396739,0.706845378024226,0.480002650027762,-0.0435108390030518,0.0925970711974261,"fixed","EP_PRCPSSy","EP_PRCPSSy.10"
"Study * Probability of Conception (WW)",0.00281079359018801,0.0103346122193183,428.023718120807,0.271978621987755,0.785769599407773,-0.0174446741538634,0.0230662613342395,"fixed","EP_PRCPSSy","EP_PRCPSSy.11"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",0.00428933056513919,0.0106258577098679,446.623577560555,0.403669113803005,0.686649252332014,-0.0165369678510491,0.0251156289813275,"fixed","EP_PRCPSSy","EP_PRCPSSy.12"
"Study * Probability of Conception (WW) * Self Sexual Attract.",0.0103541458961599,0.0108884876778111,424.611710250656,0.95092598738573,0.342182897872973,-0.0109868977984581,0.0316951895907779,"fixed","EP_PRCPSSy","EP_PRCPSSy.13"
"Study * Self Sexual Attract.",0.0115320624726646,0.0357837940879443,477.845541721834,0.322270535212748,0.747388698097207,-0.0586028851699036,0.0816670101152328,"fixed","EP_PRCPSSy","EP_PRCPSSy.14"
"(Intercept)",0.00645688759223474,0.03415810148189,486.939014893708,0.189029463351705,0.850148485179386,-0.0604917610925339,0.0734055362770034,"fixed","EP_HPSSy","EP_HPSSy.1"
"Menses",-0.0829192172926382,0.0189902142900444,11656.4516978022,-4.36641819972028,0.0000127390115985454,-0.120139353359823,-0.0456990812254532,"fixed","EP_HPSSy","EP_HPSSy.2"
"Estradiol (WW)",0.0465517787390087,0.0131135562266859,528.828415908278,3.54989736836424,0.000419736392282487,0.0208496808254634,0.072253876652554,"fixed","EP_HPSSy","EP_HPSSy.3"
"Estradiol (WW) * Partner Sexual Attract.",-0.0395917769208708,0.0126597917033139,429.695542405503,-3.12736400793286,0.00188371415134818,-0.064404512711145,-0.0147790411305966,"fixed","EP_HPSSy","EP_HPSSy.4"
"Estradiol (WW) * Self Sexual Attract.",0.0210181283143321,0.0132670493477718,420.107590996792,1.58423533096016,0.113892620810038,-0.00498481058841631,0.0470210672170805,"fixed","EP_HPSSy","EP_HPSSy.5"
"Partner Sexual Attract.",-0.142773919421253,0.0346619913817268,478.440623397099,-4.11903395419227,0.000044827887004528,-0.210710174161875,-0.0748376646806303,"fixed","EP_HPSSy","EP_HPSSy.6"
"Progesterone (WW)",-0.0764448833663196,0.0125926847631815,433.303384353251,-6.07057865768459,0.00000000278618663535781,-0.101126091970822,-0.0517636747618176,"fixed","EP_HPSSy","EP_HPSSy.7"
"Progesterone (WW) * Partner Sexual Attract.",0.0492427719631074,0.0127833374147995,427.844912055509,3.85210609446154,0.000135032506655644,0.024187891027877,0.0742976528983377,"fixed","EP_HPSSy","EP_HPSSy.8"
"Progesterone (WW) * Self Sexual Attract.",-0.0221382078934937,0.0135145803903455,432.280675192745,-1.6380980581024,0.102128872371049,-0.0486262987247421,0.00434988293775471,"fixed","EP_HPSSy","EP_HPSSy.9"
"Self Sexual Attract.",0.0952043427330907,0.0364528559160125,477.747903988901,2.61171149257666,0.00929251279048813,0.0237580580040784,0.166650627462103,"fixed","EP_HPSSy","EP_HPSSy.10"
"Study",0.0183296392743712,0.0339362266984027,478.346035871101,0.540120132897213,0.58936555255642,-0.0481841428256846,0.084843421374427,"fixed","EP_HPSSy","EP_HPSSy.11"
"Study * Estradiol (WW)",-0.000211794461544146,0.012403040960574,427.995770419655,-0.0170760108119763,0.98638393397245,-0.0245213080430442,0.0240977191199559,"fixed","EP_HPSSy","EP_HPSSy.12"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.019339995914906,0.0126585515063968,432.472369692946,1.52782061242417,0.127288109451142,-0.00547030913407694,0.044150300963889,"fixed","EP_HPSSy","EP_HPSSy.13"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0153207729772341,0.0130289607851969,421.598932659567,1.17590138076408,0.240297866398852,-0.0102155209177365,0.0408570668722047,"fixed","EP_HPSSy","EP_HPSSy.14"
"Study * Partner Sexual Attract.",0.0177373035327531,0.0345953461422783,478.662226822126,0.512707791961553,0.608392251654075,-0.0500683289388091,0.0855429360043153,"fixed","EP_HPSSy","EP_HPSSy.15"
"Study * Progesterone (WW)",-0.00332460501688558,0.0125720537805649,433.454888259562,-0.264444065775878,0.79156345215156,-0.0279653776384934,0.0213161676047223,"fixed","EP_HPSSy","EP_HPSSy.16"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.000183301981409234,0.0127738936286366,429.578154826236,0.0143497344457532,0.988557623280712,-0.0248530694730641,0.0252196734358826,"fixed","EP_HPSSy","EP_HPSSy.17"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.00815849588830886,0.0132706321306512,433.439396493066,-0.614778241758743,0.539023776577855,-0.0341684569164653,0.0178514651398476,"fixed","EP_HPSSy","EP_HPSSy.18"
"Study * Self Sexual Attract.",0.0117014065445194,0.0357541356921299,477.839690338893,0.327274210885066,0.743603819685798,-0.0583754117104133,0.0817782247994521,"fixed","EP_HPSSy","EP_HPSSy.19"
"(Intercept)",0.00250596918089617,0.0338248718726538,487.227109524074,0.0740865831016541,0.940971897203639,-0.0637895614711872,0.0688014998329795,"fixed","EP_PRCPS","EP_PRCPS.1"
"Menses",-0.04164511592299,0.0154244182709164,11712.4539501981,-2.69994726488416,0.00694500829757923,-0.0718764202164678,-0.0114138116295123,"fixed","EP_PRCPS","EP_PRCPS.2"
"Partner Sexual Attract.",-0.139696065332776,0.0343740336363037,481.666730498689,-4.0639997857347,0.0000563229866262849,-0.207067933263299,-0.072324197402252,"fixed","EP_PRCPS","EP_PRCPS.3"
"Probability of Conception (WW)",0.062341226545098,0.0103894580684921,450.509486684395,6.00043102673075,0.00000000404791641497295,0.0419782629119644,0.0827041901782315,"fixed","EP_PRCPS","EP_PRCPS.4"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.038634622087795,0.0104395897388138,428.545909366111,-3.7007797293177,0.000242952072268324,-0.0590958419892439,-0.0181734021863461,"fixed","EP_PRCPS","EP_PRCPS.5"
"Probability of Conception (WW) * Self Sexual Attract.",0.0233045284117725,0.0106152084662159,431.701227315782,2.19539055553566,0.0286671679436671,0.00249910212960478,0.0441099546939403,"fixed","EP_PRCPS","EP_PRCPS.6"
"Self Sexual Attract.",0.101577067449296,0.0346578010350245,481.145564922585,2.93085725048293,0.00354110329559699,0.0336490256372933,0.169505109261299,"fixed","EP_PRCPS","EP_PRCPS.7"
"(Intercept)",0.00953623729827261,0.0338463739693613,490.323956564667,0.281750633226031,0.778253599477473,-0.0568014366889495,0.0758739112854947,"fixed","EP_HPS","EP_HPS.1"
"Menses",-0.0830538267089328,0.018988690001352,11660.1465672226,-4.373857633308,0.0000123129618766781,-0.120270975225178,-0.045836678192687,"fixed","EP_HPS","EP_HPS.2"
"Menses * Partner Sexual Attract.",0.0374864443617333,0.0192511193124979,11611.960065938,1.94723453494971,0.0515306964274336,-0.000245056152846111,0.0752179448763127,"fixed","EP_HPS","EP_HPS.3"
"Estradiol (WW)",0.0495783868052924,0.013055771500242,534.672392012177,3.79743064623744,0.000162964048590702,0.0239895448744335,0.0751672287361512,"fixed","EP_HPS","EP_HPS.4"
"Estradiol (WW) * Partner Sexual Attract.",-0.0300106835361745,0.0133592510195633,544.997117193779,-2.24643458620748,0.0250757910871277,-0.0561943343949486,-0.00382703267740051,"fixed","EP_HPS","EP_HPS.5"
"Estradiol (WW) * Self Sexual Attract.",0.0276019956287743,0.0127218861285247,429.398744244169,2.16964649344611,0.0305814265491241,0.00266755700144624,0.0525364342561024,"fixed","EP_HPS","EP_HPS.6"
"Partner Sexual Attract.",-0.145841925619862,0.0344910373833208,490.117342050789,-4.22840067113749,0.0000280864856165839,-0.213443116680596,-0.0782407345591287,"fixed","EP_HPS","EP_HPS.7"
"Progesterone (WW)",-0.0769902330403172,0.0124776835035281,435.514477451545,-6.17023448451374,0.00000000156058466573263,-0.101446043317722,-0.0525344227629126,"fixed","EP_HPS","EP_HPS.8"
"Progesterone (WW) * Partner Sexual Attract.",0.049390527050814,0.01268215483282,431.765490668776,3.89449014792005,0.000113993597341733,0.0245339603321263,0.0742470937695018,"fixed","EP_HPS","EP_HPS.9"
"Progesterone (WW) * Self Sexual Attract.",-0.0245090699024181,0.0129068100054693,439.752464558451,-1.89892544261767,0.0582285142820944,-0.0498059526684392,0.000787812863603018,"fixed","EP_HPS","EP_HPS.10"
"Self Sexual Attract.",0.101577959495418,0.0346254740018418,481.181749871033,2.93361931998432,0.00351029095815414,0.03371327750418,0.169442641486656,"fixed","EP_HPS","EP_HPS.11"
"(Intercept)",-0.00160156068036449,0.0343952697246188,481.768109422451,-0.0465633993623882,0.962880498385265,-0.0690150505791583,0.0658119292184293,"fixed","EP_PRCPMSy","EP_PRCPMSy.1"
"Menses",-0.0364217733664621,0.0155367793545034,11712.56842553,-2.3442292984553,0.0190830636727552,-0.0668733013370342,-0.0059702453958901,"fixed","EP_PRCPMSy","EP_PRCPMSy.2"
"Menses * Study * Partner Sexual Attract.",-0.0414456706790681,0.0156509403981486,11693.4595724276,-2.64812654222175,0.00810478678326902,-0.0721209501836224,-0.0107703911745138,"fixed","EP_PRCPMSy","EP_PRCPMSy.3"
"Partner Sexual Attract.",-0.12583339847806,0.034302320357773,477.050315513693,-3.66836403968065,0.000271604313620966,-0.19306471096545,-0.05860208599067,"fixed","EP_PRCPMSy","EP_PRCPMSy.4"
"Probability of Conception (mean)",0.0188520858237586,0.0318513004218776,489.697187604099,0.591878057537951,0.554205397514334,-0.0435753158638868,0.0812794875114041,"fixed","EP_PRCPMSy","EP_PRCPMSy.5"
"Probability of Conception (mean) * Partner Sexual Attract.",0.0222219565458747,0.0341302074480207,487.146640383143,0.65109350945839,0.515293124286473,-0.0446720208371266,0.089115933928876,"fixed","EP_PRCPMSy","EP_PRCPMSy.6"
"Probability of Conception (WW)",0.0615615289888536,0.010496484688286,448.892186043329,5.86496630224742,0.00000000872278270530907,0.0409887970355368,0.0821342609421703,"fixed","EP_PRCPMSy","EP_PRCPMSy.7"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0342660785389153,0.0102884795432283,427.383605427677,-3.33052890808035,0.00094204616915512,-0.0544311278993199,-0.0141010291785106,"fixed","EP_PRCPMSy","EP_PRCPMSy.8"
"Study",0.0203076116185112,0.0342276752351071,476.210003421023,0.593309696875991,0.553255587083507,-0.0467773991168322,0.0873926223538547,"fixed","EP_PRCPMSy","EP_PRCPMSy.9"
"Study * Partner Sexual Attract.",0.0434271179889468,0.0342226225437429,482.721733014626,1.26895938303497,0.205067072307691,-0.0236479896532979,0.110502225631191,"fixed","EP_PRCPMSy","EP_PRCPMSy.10"
"Study * Probability of Conception (mean)",-0.00509951252218325,0.0313252510958958,490.232602465992,-0.162792390923608,0.87074898115781,-0.0664958764768128,0.0562968514324463,"fixed","EP_PRCPMSy","EP_PRCPMSy.11"
"Study * Probability of Conception (mean) * Partner Sexual Attract.",-0.060014992342693,0.0332823617386529,487.821200451238,-1.80320714058563,0.0719726125916848,-0.125247222670887,0.00521723798550054,"fixed","EP_PRCPMSy","EP_PRCPMSy.12"
"Study * Probability of Conception (WW)",0.0036383166974156,0.0103637634348064,429.745551638517,0.35106134178984,0.725714367052942,-0.016674286379098,0.0239509197739292,"fixed","EP_PRCPMSy","EP_PRCPMSy.13"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",0.00835728380571838,0.0103833069056738,450.385559064374,0.804876893425126,0.421315400563447,-0.0119936237698283,0.028708191381265,"fixed","EP_PRCPMSy","EP_PRCPMSy.14"
"(Intercept)",0.00474166603091708,0.0347132920111998,481.374948823777,0.136595112598,0.891407947499443,-0.0632951360958566,0.0727784681576907,"fixed","EP_HPMSy","EP_HPMSy.1"
"Menses",-0.0821328618882812,0.0189917743801944,11642.2281362098,-4.32465446587939,0.0000154042993137287,-0.119356055675973,-0.0449096681005898,"fixed","EP_HPMSy","EP_HPMSy.2"
"Menses * Partner Sexual Attract.",0.0374693658921454,0.019253758271483,11596.7908789342,1.94608062300448,0.05166917783661,-0.000267306887001509,0.0752060386712922,"fixed","EP_HPMSy","EP_HPMSy.3"
"Estradiol (mean)",0.028263075237599,0.0437589390915692,481.758439916318,0.645881180493341,0.518663830111033,-0.0575028693835586,0.114029019858757,"fixed","EP_HPMSy","EP_HPMSy.4"
"Estradiol (mean) * Partner Sexual Attract.",0.0359660639133218,0.047120986965114,480.138058285515,0.763270598299422,0.44567689292993,-0.056389373454283,0.128321501280927,"fixed","EP_HPMSy","EP_HPMSy.5"
"Estradiol (WW)",0.0472825941166294,0.0131370412463916,529.760352871113,3.59918137043353,0.000349183672792719,0.0215344664102847,0.073030721822974,"fixed","EP_HPMSy","EP_HPMSy.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.0248736004544282,0.0131293301527232,542.91471778755,-1.89450643445576,0.0586889510102501,-0.0506066146949015,0.00085941378604509,"fixed","EP_HPMSy","EP_HPMSy.7"
"Partner Sexual Attract.",-0.136153195689055,0.0351367036469636,483.196501432126,-3.87495642895406,0.000121358593481816,-0.205019869372561,-0.0672865220055494,"fixed","EP_HPMSy","EP_HPMSy.8"
"Progesterone (mean)",-0.00683429943566171,0.0439297322682497,489.395694522825,-0.15557343700456,0.87643341062802,-0.0929349925319181,0.0792663936605947,"fixed","EP_HPMSy","EP_HPMSy.9"
"Progesterone (mean) * Partner Sexual Attract.",-0.0347926844061295,0.0478313615743166,485.867839386392,-0.727403177768031,0.467329362173639,-0.128540430423303,0.058955061611044,"fixed","EP_HPMSy","EP_HPMSy.10"
"Progesterone (WW)",-0.0765975254692188,0.0126018137019594,435.570299280577,-6.07829375047092,0.00000000265514776800314,-0.101296626464943,-0.051898424473495,"fixed","EP_HPMSy","EP_HPMSy.11"
"Progesterone (WW) * Partner Sexual Attract.",0.0445989771795574,0.0124907638808349,432.175021057084,3.57055642113189,0.000396215413614342,0.0201175298337272,0.0690804245253875,"fixed","EP_HPMSy","EP_HPMSy.12"
"Study",0.0174165589925694,0.0345160888190161,473.081326846494,0.504592483925178,0.614080033485692,-0.0502337319798878,0.0850668499650266,"fixed","EP_HPMSy","EP_HPMSy.13"
"Study * Estradiol (mean)",-0.00211352756320101,0.0433082462059125,481.872101234536,-0.0488019661002221,0.961097335659313,-0.086996130360383,0.0827690752339809,"fixed","EP_HPMSy","EP_HPMSy.14"
"Study * Estradiol (mean) * Partner Sexual Attract.",-0.059429137414926,0.0462431736449711,480.343990138426,-1.28514400571183,0.199361276276951,-0.150064092289901,0.0312058174600491,"fixed","EP_HPMSy","EP_HPMSy.15"
"Study * Estradiol (WW)",0.0007485699184398,0.0124285782258418,429.14503374978,0.0602297306125776,0.952000704927928,-0.0236109957832489,0.0251081356201285,"fixed","EP_HPMSy","EP_HPMSy.16"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.0246523530017625,0.0123413753539084,433.368663207425,1.99753692719145,0.0463915510247441,0.000463701788411718,0.0488410042151134,"fixed","EP_HPMSy","EP_HPMSy.17"
"Study * Partner Sexual Attract.",0.0318603896187162,0.0348808467551583,475.195188657291,0.913406427382804,0.361492020204937,-0.0365048137716548,0.100225593009087,"fixed","EP_HPMSy","EP_HPMSy.18"
"Study * Progesterone (mean)",0.0106824704247095,0.0433371447850499,489.723160142034,0.246496867241579,0.805400916773919,-0.074256772546786,0.095621713396205,"fixed","EP_HPMSy","EP_HPMSy.19"
"Study * Progesterone (mean) * Partner Sexual Attract.",0.0662318696804725,0.0464377276674613,486.381165155898,1.42625130486049,0.154437343543133,-0.0247844040716308,0.157248143432576,"fixed","EP_HPMSy","EP_HPMSy.20"
"Study * Progesterone (WW)",-0.00414382887381904,0.0125815610317008,435.690103200237,-0.329357292261123,0.7420439166509,-0.0288032353652452,0.0205155776176072,"fixed","EP_HPMSy","EP_HPMSy.21"
"Study * Progesterone (WW) * Partner Sexual Attract.",-0.00363797816176727,0.0124436673495863,432.981790823764,-0.292355787049244,0.770154647211016,-0.0280271180025534,0.0207511616790188,"fixed","EP_HPMSy","EP_HPMSy.22"
"(Intercept)",0.00232056267557911,0.0340873948680252,487.974461235857,0.0680768561095248,0.94575233886103,-0.0644895035925458,0.069130628943704,"fixed","EP_PRCP","EP_PRCP.1"
"Menses",-0.0416334156772847,0.0154242981283266,11711.7355407522,-2.69920973589232,0.00696041022561052,-0.0718644844956133,-0.0114023468589561,"fixed","EP_PRCP","EP_PRCP.2"
"Partner Sexual Attract.",-0.11672778935171,0.0337300279750389,482.494799241746,-3.46064905247311,0.000586719170666544,-0.182837429380315,-0.0506181493231052,"fixed","EP_PRCP","EP_PRCP.3"
"Probability of Conception (WW)",0.0625115295459233,0.0104334249080509,451.681024119285,5.99146781587384,0.00000000425253730160802,0.0420623924907405,0.0829606666011062,"fixed","EP_PRCP","EP_PRCP.4"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0334608435443467,0.0102171954294447,430.935553247909,-3.27495385357088,0.00114208335229708,-0.0534861786090656,-0.0134355084796279,"fixed","EP_PRCP","EP_PRCP.5"
